seqnames,start,end,width,strand,lociPairKey,readPairKey,sampleName,ID
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:16923:20024
chr6,152785804,152785994,191,+,2:2,4:63,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:14186:20667
chr3,89995557,89995869,313,+,1:1,62:2,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:8897:22220
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:13697:22324
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:14490:24327
chr6,152785804,152785994,191,+,2:2,56:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:17319:4587
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:17333:14086
chr6,152785804,152785994,191,+,2:2,19:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:25578:14741
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:14526:14959
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:18710:16543
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:12935:19162
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:17407:21794
chr3,89995557,89995869,313,+,1:1,62:9,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2101:8973:22996
chr3,89995557,89995869,313,+,1:1,69:22,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:10440:6533
chr3,89995557,89995869,313,+,1:1,68:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:17857:6901
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:14942:7005
chr3,89995557,89995869,313,+,1:1,66:39,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:25528:9215
chr6,152785804,152785994,191,+,2:2,32:59,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:16890:9331
chr6,152785804,152785994,191,+,2:2,26:50,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:21065:9593
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:11805:11007
chr6,152785804,152785994,191,+,2:2,14:68,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:24546:11981
chr3,89995557,89995869,313,+,1:1,62:12,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:2893:12086
chr3,89995557,89995869,313,+,1:1,71:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:23035:13592
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:9241:13617
chr6,152785804,152785994,191,+,2:2,36:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:28362:13770
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:25646:13783
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:19764:14500
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:18262:15505
chr6,152785804,152785994,191,+,2:2,22:73,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:14760:16112
chr3,89995557,89995869,313,+,1:1,44:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:7718:16361
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:25543:17597
chr6,152785804,152785994,191,+,2:2,24:77,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:17620:19274
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:22505:21325
chr3,89995557,89995869,313,+,1:1,53:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:10946:26761
chr3,89995557,89995869,313,+,1:1,49:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:15414:26794
chr6,152785804,152785994,191,+,2:2,22:61,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2102:21018:27170
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:20520:8775
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:16130:10909
chr3,89995557,89995869,313,+,1:1,60:27,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:10661:12049
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:10414:13122
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:20136:14444
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:28280:15198
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:26153:15560
chr3,89995557,89995869,313,+,1:1,85:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:25121:16239
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:17840:18792
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:10534:20696
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:19149:21240
chr6,152785804,152785994,191,+,2:2,27:51,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2103:21142:22055
chr6,152785804,152785994,191,+,2:2,45:76,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:23232:7229
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:11889:7801
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:27605:10179
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:24767:10769
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:12003:12114
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:5600:12845
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:18536:13709
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:22334:15612
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:6421:16422
chr3,89995557,89995869,313,+,1:1,62:23,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:21739:20689
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:9479:20739
chr3,89995557,89995869,313,+,1:1,62:37,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:21260:22687
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2104:7276:23384
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:23759:4959
chr3,89995557,89995869,313,+,1:1,62:45,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:5822:8242
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:11245:9525
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:22790:10936
chr3,89995557,89995869,313,+,1:1,44:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:14482:14033
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:10006:14353
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:25825:15401
chr3,89995557,89995869,313,+,1:1,60:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:7276:21504
chr3,89995557,89995869,313,+,1:1,62:25,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2105:12594:26774
chr3,89995557,89995869,313,+,1:1,62:30,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:9226:4079
chr3,89995557,89995869,313,+,1:1,62:29,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:12473:4800
chr3,89995557,89995869,313,+,1:1,62:31,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:11972:8105
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:27363:9247
chr6,152785804,152785994,191,+,2:2,24:57,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:9524:10404
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:15398:12024
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:27807:14128
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:16611:14636
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:12596:14773
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:3180:17040
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:26326:23865
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:18722:25735
chr6,152785804,152785994,191,+,2:2,16:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2106:7126:25960
chr6,152785804,152785994,191,+,2:2,24:47,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:11509:6430
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:21613:7165
chr3,89995557,89995869,313,+,1:1,61:32,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:22478:7761
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:10385:11484
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:7077:12290
chr6,152785804,152785994,191,+,2:2,33:60,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:12583:12575
chr6,152785804,152785994,191,+,2:2,24:48,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:5165:13066
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:14847:13159
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:15626:15741
chr6,152785804,152785994,191,+,2:2,38:42,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:18390:16428
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:15851:16656
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:14784:17364
chr6,152785804,152785994,191,+,2:2,25:49,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:7641:23090
chr6,152785804,152785994,191,+,2:2,5:71,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:21933:24238
chr6,152785804,152785994,191,+,2:2,39:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2107:14304:24991
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:16220:7836
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:16405:8218
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:19842:16000
chr6,152785804,152785994,191,+,2:2,24:42,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:6165:17184
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:21133:18624
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:22824:18747
chr6,152785804,152785994,191,+,2:2,19:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:7241:18998
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:11878:22841
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:5862:25012
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2108:12719:27937
chr6,152785804,152785994,191,+,2:2,32:59,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:22437:7612
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:12942:13417
chr6,152785804,152785994,191,+,2:2,2:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:7905:14641
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:3054:16021
chr6,152785804,152785994,191,+,2:2,86:72,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:7463:18348
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:27419:18439
chr3,89995557,89995869,313,+,1:1,61:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:26327:19928
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:12629:22714
chr6,152785804,152785994,191,+,2:2,19:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:7570:22755
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2109:6855:23287
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:21549:3871
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:13739:6644
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:11113:11191
chr6,152785804,152785994,191,+,2:2,17:70,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:27928:12143
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:26440:14242
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:26217:14274
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:26630:14281
chr3,89995557,89995869,313,+,1:1,79:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:26711:14317
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:19202:16032
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:19291:17662
chr3,89995557,89995869,313,+,1:1,62:79,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:6550:19005
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:13790:20188
chr6,152785804,152785994,191,+,2:2,31:55,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2110:21482:22544
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:11186:4741
chr3,89995557,89995869,313,+,1:1,61:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:10939:6756
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:21861:8795
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:24670:10610
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:21795:11106
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:24990:11120
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:6187:11453
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:28365:11630
chr3,89995557,89995869,313,+,1:1,42:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:5904:11702
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:21918:11841
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:2573:16663
chr6,152785804,152785994,191,+,2:2,9:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:4233:17320
chr6,152785804,152785994,191,+,2:2,28:52,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:20123:17479
chr3,89995557,89995869,313,+,1:1,54:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:20117:18161
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:14076:18659
chr3,89995557,89995869,313,+,1:1,50:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:19363:20212
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:7011:20452
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:26098:20900
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:23235:24018
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2111:10029:24060
chr3,89995557,89995869,313,+,1:1,62:34,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:13492:5952
chr6,152785804,152785994,191,+,2:2,40:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:22586:9027
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:16676:14408
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:5361:15045
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:25718:15294
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:23411:15810
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:14006:19559
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:16167:20100
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:19197:24813
chr3,89995557,89995869,313,+,1:1,60:4,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2112:16143:25237
chr3,89995557,89995869,313,+,1:1,57:7,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:18352:6613
chr6,152785804,152785994,191,+,2:2,67:44,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:10032:6755
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:10843:7055
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:20227:8144
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:4977:8304
chr3,89995557,89995869,313,+,1:1,74:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:14740:9671
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:6209:12035
chr3,89995557,89995869,313,+,1:1,62:8,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:3627:12546
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:10538:14844
chr3,89995557,89995869,313,+,1:1,62:9,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:12779:18062
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:9842:19362
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:26489:20105
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:20948:20173
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:16299:20591
chr6,152785804,152785994,191,+,2:2,18:75,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:28065:21873
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:19490:22781
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:9965:22807
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:22615:24480
chr3,89995557,89995869,313,+,1:1,60:13,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:19446:26848
chr6,152785804,152785994,191,+,2:2,24:58,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2113:10952:28490
chr3,89995557,89995869,313,+,1:1,62:56,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:17489:4622
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:11052:6759
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:23877:12374
chr3,89995557,89995869,313,+,1:1,62:24,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:19078:14080
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:17758:14763
chr3,89995557,89995869,313,+,1:1,70:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:27866:16926
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:6706:19590
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:27810:19616
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:18965:19889
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:8917:21027
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:4517:21402
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:2114:13643:26590
chr3,89995557,89995869,313,+,1:1,82:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:12085:6251
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:16405:10854
chr3,89995557,89995869,313,+,1:1,51:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:8453:11047
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:13666:13387
chr3,89995557,89995869,313,+,1:1,58:19,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:3471:17232
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:7419:19795
chr3,89995557,89995869,313,+,1:1,58:21,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:17663:19856
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:18925:20191
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:15751:20337
chr3,89995557,89995869,313,+,1:1,63:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:8367:23186
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:6302:24296
chr3,89995557,89995869,313,+,1:1,70:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1101:24619:25786
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:12063:7009
chr3,89995557,89995869,313,+,1:1,61:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:19851:7886
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:12232:8264
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:12591:8466
chr3,89995557,89995869,313,+,1:1,58:19,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:4296:11409
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:27707:13212
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:12730:13217
chr6,152785804,152785994,191,+,2:2,25:43,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:4149:13623
chr6,152785804,152785994,191,+,2:2,26:48,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:15365:13901
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:10233:15475
chr3,89995557,89995869,313,+,1:1,58:17,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:7649:16188
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:10632:21008
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:24205:21539
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:20540:24170
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1102:9454:25078
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:18071:3738
