"seqnames","start","end","width","strand","specimen","refgenome","patient","celltype","timepoint","count","posid","estAbund","relAbund","relRank","in_gene","in_geneOrt","nearest_geneDist","nearest_gene","nearest_geneOrt","gene_id_wo_annot","gene_id"
"chr1",8381540,8381540,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",700,"chr1-8381540",5,0.000325626831650928,563,"RERE","-",-29137,"RERE","-","RERE","RERE*~"
"chr1",8484653,8484653,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",52,"chr1-8484653",1,6.51253663301856e-05,6853,"RERE","-",-132250,"RERE","-","RERE","RERE*~"
"chr1",8957594,8957594,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",37,"chr1+8957594",1,6.51253663301856e-05,6853,"CA6","+",11761,"CA6","+","CA6","CA6*"
"chr1",9552649,9552649,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",211,"chr1+9552649",1,6.51253663301856e-05,6853,"SLC25A33","+",13181,"SLC25A33","+","SLC25A33","SLC25A33*"
"chr1",9572408,9572408,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+9572408",1,6.51253663301856e-05,6853,"SLC25A33","+",-10365,"SLC25A33","+","SLC25A33","SLC25A33*"
"chr1",9662839,9662839,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",47,"chr1-9662839",1,6.51253663301856e-05,6853,"PIK3CD","+",11108,"PIK3CD","+","PIK3CD","PIK3CD*~"
"chr1",9669390,9669390,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",830,"chr1-9669390",2,0.000130250732660371,2272,"PIK3CD","+",17659,"PIK3CD","+","PIK3CD","PIK3CD*~"
"chr1",9926804,9926804,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",4,"chr1-9926804",1,6.51253663301856e-05,6853,"LZIC","-",-507,"LZIC","-","LZIC","LZIC*"
"chr1",9956571,9956571,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+9956571",1,6.51253663301856e-05,6853,"NMNAT1","+",13144,"NMNAT1","+","NMNAT1","NMNAT1*"
"chr1",10045733,10045733,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr1+10045733",1,6.51253663301856e-05,6853,"UBE4B","+",12751,"UBE4B","+","UBE4B","UBE4B*"
"chr1",10219548,10219548,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-10219548",1,6.51253663301856e-05,6853,"KIF1B","+",8843,"KIF1B","+","KIF1B","KIF1B*"
"chr1",10272349,10272349,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",285,"chr1+10272349",1,6.51253663301856e-05,6853,"KIF1B","+",-36248,"KIF1B","+","KIF1B","KIF1B*"
"chr1",10294259,10294259,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",186,"chr1+10294259",1,6.51253663301856e-05,6853,"KIF1B","+",-14338,"KIF1B","+","KIF1B","KIF1B*"
"chr1",10329948,10329948,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",292,"chr1+10329948",3,0.000195376098990557,1290,"KIF1B","+",-51655,"KIF1B","+","KIF1B","KIF1B*"
"chr1",10441343,10441343,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+10441343",1,6.51253663301856e-05,6853,"CENPS,APITD1-CORT","+",-1472,"CENPS","+","CENPS","CENPS*"
"chr1",10442353,10442353,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",247,"chr1-10442353",1,6.51253663301856e-05,6853,"CENPS,APITD1-CORT","+",-462,"CENPS","+","CENPS","CENPS*"
"chr1",10480194,10480194,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",922,"chr1-10480194",3,0.000195376098990557,1290,"PEX14","+",5249,"PEX14","+","PEX14","PEX14*"
"chr1",11022735,11022735,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",38,"chr1+11022735",3,0.000195376098990557,1290,"TARDBP","+",-2757,"TARDBP","+","TARDBP","TARDBP*"
"chr1",11028507,11028507,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",29,"chr1-11028507",1,6.51253663301856e-05,6853,"MASP2","-",-1985,"MASP2","-","MASP2","MASP2*"
"chr1",11061045,11061045,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",83,"chr1+11061045",1,6.51253663301856e-05,6853,"FALSE",NA,-1011,"SRM","-","SRM","SRM"
"chr1",11069891,11069891,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+11069891",1,6.51253663301856e-05,6853,"EXOSC10","-",-3279,"EXOSC10","-","EXOSC10","EXOSC10*"
"chr1",11096122,11096122,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",5978,"chr1-11096122",70,0.00455877564311299,7,"EXOSC10","-",3788,"EXOSC10","-","EXOSC10","EXOSC10*"
"chr1",11097413,11097413,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",16,"chr1-11097413",1,6.51253663301856e-05,6853,"EXOSC10","-",2497,"EXOSC10","-","EXOSC10","EXOSC10*"
"chr1",11139464,11139464,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",9,"chr1-11139464",2,0.000130250732660371,2272,"MTOR","-",-32934,"MTOR","-","MTOR","MTOR*~"
"chr1",11164866,11164866,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",59,"chr1-11164866",1,6.51253663301856e-05,6853,"MTOR","-",-58336,"MTOR","-","MTOR","MTOR*~"
"chr1",11183839,11183839,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",91,"chr1-11183839",1,6.51253663301856e-05,6853,"MTOR","-",-77309,"MTOR","-","MTOR","MTOR*~"
"chr1",11205290,11205290,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",14,"chr1+11205290",1,6.51253663301856e-05,6853,"MTOR","-",57261,"MTOR","-","MTOR","MTOR*~"
"chr1",11225320,11225320,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",848,"chr1-11225320",6,0.000390752197981114,417,"MTOR","-",37231,"MTOR","-","MTOR","MTOR*~"
"chr1",11405564,11405564,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+11405564",1,6.51253663301856e-05,6853,"FALSE",NA,-73673,"DISP3","+","DISP3","DISP3"
"chr1",11656620,11656620,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-11656620",1,6.51253663301856e-05,6853,"FBXO44","+",1764,"FBXO44","+","FBXO44","FBXO44*"
"chr1",11812522,11812522,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",4,"chr1+11812522",2,0.000130250732660371,2272,"CLCN6","+",6427,"CLCN6","+","CLCN6","CLCN6*"
"chr1",12173289,12173289,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",833,"chr1+12173289",5,0.000325626831650928,563,"TNFRSF1B","+",6287,"TNFRSF1B","+","TNFRSF1B","TNFRSF1B*~"
"chr1",12338784,12338784,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",176,"chr1+12338784",3,0.000195376098990557,1290,"VPS13D","+",108746,"VPS13D","+","VPS13D","VPS13D*"
"chr1",12411272,12411272,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",27,"chr1+12411272",1,6.51253663301856e-05,6853,"VPS13D","+",-100774,"VPS13D","+","VPS13D","VPS13D*"
"chr1",12465685,12465685,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",325,"chr1-12465685",3,0.000195376098990557,1290,"VPS13D","+",-46361,"VPS13D","+","VPS13D","VPS13D*"
"chr1",12740823,12740823,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-12740823",1,6.51253663301856e-05,6853,"FALSE",NA,-5362,"C1orf158","+","C1orf158","C1orf158"
"chr1",13486077,13486077,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-13486077",1,6.51253663301856e-05,6853,"LRRC38","-",-11101,"LRRC38","-","LRRC38","LRRC38*"
"chr1",13738262,13738262,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",67,"chr1-13738262",1,6.51253663301856e-05,6853,"PRDM2","+",33408,"PRDM2","+","PRDM2","PRDM2*~"
"chr1",13756368,13756368,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-13756368",1,6.51253663301856e-05,6853,"PRDM2","+",6988,"PRDM2","+","PRDM2","PRDM2*~"
"chr1",14826199,14826199,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+14826199",1,6.51253663301856e-05,6853,"KAZN","+",227483,"KAZN","+","KAZN","KAZN*"
"chr1",15545463,15545463,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",129,"chr1-15545463",1,6.51253663301856e-05,6853,"DNAJC16","+",18651,"DNAJC16","+","DNAJC16","DNAJC16*"
"chr1",15635828,15635828,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",104,"chr1-15635828",1,6.51253663301856e-05,6853,"DDI2","+",18371,"DDI2","+","DDI2","DDI2*"
"chr1",15637965,15637965,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",140,"chr1+15637965",1,6.51253663301856e-05,6853,"DDI2","+",20508,"DDI2","+","DDI2","DDI2*"
"chr1",16075099,16075099,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-16075099",1,6.51253663301856e-05,6853,"FALSE",NA,-1467,"FAM131C","-","FAM131C","FAM131C"
"chr1",16157626,16157626,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-16157626",1,6.51253663301856e-05,6853,"FALSE",NA,-1517,"EPHA2","-","EPHA2","EPHA2~"
"chr1",16293036,16293036,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",233,"chr1+16293036",1,6.51253663301856e-05,6853,"FBXO42","-",-46197,"FBXO42","-","FBXO42","FBXO42*"
"chr1",17127211,17127211,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-17127211",1,6.51253663301856e-05,6853,"FALSE",NA,-7758,"PADI2","-","PADI2","PADI2~"
"chr1",17468726,17468726,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+17468726",1,6.51253663301856e-05,6853,"FALSE",NA,-28972,"RCC2","-","RCC2","RCC2~"
"chr1",19101915,19101915,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",224,"chr1-19101915",3,0.000195376098990557,1290,"UBR4","-",-27410,"UBR4","-","UBR4","UBR4*"
"chr1",19140488,19140488,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",24,"chr1-19140488",1,6.51253663301856e-05,6853,"UBR4","-",-65983,"UBR4","-","UBR4","UBR4*"
"chr1",19188283,19188283,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+19188283",1,6.51253663301856e-05,6853,"UBR4","-",21969,"UBR4","-","UBR4","UBR4*"
"chr1",19423696,19423696,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-19423696",1,6.51253663301856e-05,6853,"CAPZB","-",-49522,"CAPZB","-","CAPZB","CAPZB*"
"chr1",19424519,19424519,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1199,"chr1-19424519",9,0.00058612829697167,202,"CAPZB","-",-50345,"CAPZB","-","CAPZB","CAPZB*"
"chr1",19624716,19624716,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",247,"chr1-19624716",2,0.000130250732660371,2272,"MINOS1,MINOS1-NBL1","+",-5105,"MINOS1","+","MINOS1","MINOS1*"
"chr1",19885912,19885912,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+19885912",1,6.51253663301856e-05,6853,"OTUD3","+",3518,"OTUD3","+","OTUD3","OTUD3*"
"chr1",20675261,20675261,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+20675261",1,6.51253663301856e-05,6853,"KIF17","-",-11248,"KIF17","-","KIF17","KIF17*"
"chr1",20853886,20853886,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",366,"chr1-20853886",3,0.000195376098990557,1290,"EIF4G3","-",-47595,"EIF4G3","-","EIF4G3","EIF4G3*"
"chr1",20855827,20855827,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",107,"chr1-20855827",1,6.51253663301856e-05,6853,"EIF4G3","-",-49536,"EIF4G3","-","EIF4G3","EIF4G3*"
"chr1",20906809,20906809,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",6,"chr1+20906809",1,6.51253663301856e-05,6853,"EIF4G3","-",-100518,"EIF4G3","-","EIF4G3","EIF4G3*"
"chr1",20963489,20963489,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",14,"chr1-20963489",1,6.51253663301856e-05,6853,"EIF4G3","-",-22245,"EIF4G3","-","EIF4G3","EIF4G3*"
"chr1",21044954,21044954,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",40,"chr1-21044954",2,0.000130250732660371,2272,"EIF4G3","-",66429,"EIF4G3","-","EIF4G3","EIF4G3*"
"chr1",21055951,21055951,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",290,"chr1-21055951",2,0.000130250732660371,2272,"EIF4G3","-",55432,"EIF4G3","-","EIF4G3","EIF4G3*"
"chr1",21143175,21143175,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",88,"chr1-21143175",2,0.000130250732660371,2272,"EIF4G3","-",24864,"EIF4G3","-","EIF4G3","EIF4G3*"
"chr1",21215004,21215004,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+21215004",1,6.51253663301856e-05,6853,"FALSE",NA,2242,"ECE1","-","ECE1","ECE1"
"chr1",21634605,21634605,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+21634605",1,6.51253663301856e-05,6853,"RAP1GAP","-",17250,"RAP1GAP","-","RAP1GAP","RAP1GAP*~"
"chr1",22073227,22073227,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",401,"chr1+22073227",1,6.51253663301856e-05,6853,"CDC42","+",-17576,"CDC42","+","CDC42","CDC42*~"
"chr1",22110986,22110986,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-22110986",1,6.51253663301856e-05,6853,"FALSE",NA,6318,"WNT4","-","WNT4","WNT4"
"chr1",23035595,23035595,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",37,"chr1-23035595",1,6.51253663301856e-05,6853,"KDM1A","+",16148,"KDM1A","+","KDM1A","KDM1A*"
"chr1",23038055,23038055,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",357,"chr1+23038055",3,0.000195376098990557,1290,"KDM1A","+",18608,"KDM1A","+","KDM1A","KDM1A*"
"chr1",23060740,23060740,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",811,"chr1+23060740",1,6.51253663301856e-05,6853,"KDM1A","+",-22951,"KDM1A","+","KDM1A","KDM1A*"
"chr1",23072974,23072974,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",183,"chr1+23072974",2,0.000130250732660371,2272,"KDM1A","+",-10717,"KDM1A","+","KDM1A","KDM1A*"
"chr1",23111177,23111177,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+23111177",1,6.51253663301856e-05,6853,"LUZP1","-",-27155,"LUZP1","-","LUZP1","LUZP1*"
"chr1",23306703,23306703,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",4,"chr1-23306703",1,6.51253663301856e-05,6853,"HNRNPR","-",-2014,"HNRNPR","-","HNRNPR","HNRNPR*"
"chr1",23310309,23310309,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",46,"chr1-23310309",1,6.51253663301856e-05,6853,"HNRNPR","-",-5620,"HNRNPR","-","HNRNPR","HNRNPR*"
"chr1",23338568,23338568,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1350,"chr1-23338568",7,0.000455877564311299,313,"HNRNPR","-",5796,"HNRNPR","-","HNRNPR","HNRNPR*"
"chr1",23393267,23393267,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-23393267",1,6.51253663301856e-05,6853,"TCEA3","-",-12359,"TCEA3","-","TCEA3","TCEA3*"
"chr1",23783742,23783742,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",52,"chr1-23783742",1,6.51253663301856e-05,6853,"PITHD1","+",-4490,"PITHD1","+","PITHD1","PITHD1*"
"chr1",24403579,24403579,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",598,"chr1-24403579",2,0.000130250732660371,2272,"STPG1","-",10193,"STPG1","-","STPG1","STPG1*"
"chr1",24510189,24510189,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",137,"chr1-24510189",2,0.000130250732660371,2272,"RCAN3","+",2596,"RCAN3","+","RCAN3","RCAN3*"
"chr1",24656903,24656903,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",15,"chr1+24656903",1,6.51253663301856e-05,6853,"SRRM1","+",13345,"SRRM1","+","SRRM1","SRRM1*"
"chr1",24795776,24795776,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+24795776",1,6.51253663301856e-05,6853,"CLIC4","+",-48548,"CLIC4","+","CLIC4","CLIC4*~"
"chr1",25450827,25450827,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",311,"chr1+25450827",2,0.000130250732660371,2272,"TMEM57","+",19970,"TMEM57","+","TMEM57","TMEM57*"
"chr1",25603090,25603090,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-25603090",1,6.51253663301856e-05,6853,"FALSE",NA,-14377,"MAN1C1","+","MAN1C1","MAN1C1"
"chr1",25626000,25626000,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",263,"chr1-25626000",3,0.000195376098990557,1290,"MAN1C1","+",8533,"MAN1C1","+","MAN1C1","MAN1C1*"
"chr1",25827762,25827762,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+25827762",1,6.51253663301856e-05,6853,"MTFR1L","+",-5180,"MTFR1L","+","MTFR1L","MTFR1L*"
"chr1",26244545,26244545,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+26244545",1,6.51253663301856e-05,6853,"CEP85","+",10393,"CEP85","+","CEP85","CEP85*"
"chr1",26479440,26479440,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+26479440",1,6.51253663301856e-05,6853,"FALSE",NA,2798,"HMGN2","+","HMGN2","HMGN2"
"chr1",26651477,26651477,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+26651477",1,6.51253663301856e-05,6853,"FALSE",NA,40432,"LOC101928728","-","LOC101928728","LOC101928728"
"chr1",26704673,26704673,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",902,"chr1-26704673",3,0.000195376098990557,1290,"ARID1A","+",8643,"ARID1A","+","ARID1A","ARID1A*~"
"chr1",26740195,26740195,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",394,"chr1-26740195",1,6.51253663301856e-05,6853,"ARID1A","+",-41915,"ARID1A","+","ARID1A","ARID1A*~"
"chr1",26741973,26741973,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",478,"chr1+26741973",2,0.000130250732660371,2272,"ARID1A","+",-40137,"ARID1A","+","ARID1A","ARID1A*~"
"chr1",26747187,26747187,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",30,"chr1+26747187",1,6.51253663301856e-05,6853,"ARID1A","+",-34923,"ARID1A","+","ARID1A","ARID1A*~"
"chr1",26750302,26750302,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",126,"chr1+26750302",2,0.000130250732660371,2272,"ARID1A","+",-31808,"ARID1A","+","ARID1A","ARID1A*~"
"chr1",26845039,26845039,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",540,"chr1+26845039",4,0.000260501465320742,836,"ZDHHC18","+",-10681,"ZDHHC18","+","ZDHHC18","ZDHHC18*~"
"chr1",27484589,27484589,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-27484589",1,6.51253663301856e-05,6853,"WASF2","-",5598,"WASF2","-","WASF2","WASF2*~"
"chr1",27993623,27993623,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",454,"chr1-27993623",1,6.51253663301856e-05,6853,"EYA3","-",-5151,"EYA3","-","EYA3","EYA3*"
"chr1",27999202,27999202,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",551,"chr1-27999202",1,6.51253663301856e-05,6853,"EYA3","-",-10730,"EYA3","-","EYA3","EYA3*"
"chr1",27999264,27999264,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",447,"chr1-27999264",2,0.000130250732660371,2272,"EYA3","-",-10792,"EYA3","-","EYA3","EYA3*"
"chr1",28006245,28006245,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",780,"chr1-28006245",7,0.000455877564311299,313,"EYA3","-",-17773,"EYA3","-","EYA3","EYA3*"
"chr1",28030511,28030511,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",104,"chr1-28030511",1,6.51253663301856e-05,6853,"EYA3","-",-42039,"EYA3","-","EYA3","EYA3*"
"chr1",28036556,28036556,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",41,"chr1-28036556",2,0.000130250732660371,2272,"EYA3","-",-48084,"EYA3","-","EYA3","EYA3*"
"chr1",28060071,28060071,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1457,"chr1-28060071",5,0.000325626831650928,563,"EYA3","-",28566,"EYA3","-","EYA3","EYA3*"
"chr1",28074113,28074113,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",607,"chr1+28074113",1,6.51253663301856e-05,6853,"EYA3","-",14524,"EYA3","-","EYA3","EYA3*"
"chr1",28558583,28558583,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",30,"chr1+28558583",2,0.000130250732660371,2272,"TRNAU1AP","+",5567,"TRNAU1AP","+","TRNAU1AP","TRNAU1AP*"
"chr1",28690451,28690451,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",269,"chr1-28690451",2,0.000130250732660371,2272,"GMEB1","+",21724,"GMEB1","+","GMEB1","GMEB1*"
"chr1",28701340,28701340,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-28701340",1,6.51253663301856e-05,6853,"GMEB1","+",-14263,"GMEB1","+","GMEB1","GMEB1*"
"chr1",28740507,28740507,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",86,"chr1+28740507",1,6.51253663301856e-05,6853,"YTHDF2","+",3568,"YTHDF2","+","YTHDF2","YTHDF2*"
"chr1",28936768,28936768,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",83,"chr1-28936768",2,0.000130250732660371,2272,"EPB41","+",22193,"EPB41","+","EPB41","EPB41*"
"chr1",28941711,28941711,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",5,"chr1-28941711",1,6.51253663301856e-05,6853,"EPB41","+",27136,"EPB41","+","EPB41","EPB41*"
"chr1",29063717,29063717,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",185,"chr1+29063717",4,0.000260501465320742,836,"EPB41","+",-1504,"EPB41","+","EPB41","EPB41*"
"chr1",29172118,29172118,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1022,"chr1+29172118",5,0.000325626831650928,563,"SRSF4","-",10007,"SRSF4","-","SRSF4","SRSF4*"
"chr1",30543923,30543923,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1-30543923",1,6.51253663301856e-05,6853,"FALSE",NA,167353,"MATN1","-","MATN1","MATN1"
"chr1",30952015,30952015,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1168,"chr1-30952015",5,0.000325626831650928,563,"PUM1","-",-20510,"PUM1","-","PUM1","PUM1*"
"chr1",30968214,30968214,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",563,"chr1-30968214",4,0.000260501465320742,836,"PUM1,SNORD103C","-",23,"SNORD103C","-","PUM1","PUM1*"
"chr1",30968283,30968283,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",248,"chr1-30968283",1,6.51253663301856e-05,6853,"PUM1","-",-36778,"PUM1","-","PUM1","PUM1*"
"chr1",31285569,31285569,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",645,"chr1-31285569",8,0.000521002930641485,254,"SNRNP40","-",11228,"SNRNP40","-","SNRNP40","SNRNP40*"
"chr1",31309087,31309087,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",141,"chr1+31309087",2,0.000130250732660371,2272,"ZCCHC17","+",12106,"ZCCHC17","+","ZCCHC17","ZCCHC17*"
"chr1",31908678,31908678,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",50,"chr1-31908678",2,0.000130250732660371,2272,"PTP4A2","-",-2258,"PTP4A2","-","PTP4A2","PTP4A2*"
"chr1",31916713,31916713,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",3128,"chr1-31916713",13,0.000846629762292413,115,"PTP4A2","-",2945,"PTP4A2","-","PTP4A2","PTP4A2*"
"chr1",31922846,31922846,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",64,"chr1-31922846",2,0.000130250732660371,2272,"PTP4A2","-",15541,"PTP4A2","-","PTP4A2","PTP4A2*"
"chr1",32082597,32082597,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr1+32082597",1,6.51253663301856e-05,6853,"TMEM39B","+",9699,"TMEM39B","+","TMEM39B","TMEM39B*"
"chr1",32188437,32188437,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",715,"chr1+32188437",4,0.000260501465320742,836,"TXLNA","+",8694,"TXLNA","+","TXLNA","TXLNA*"
